Date,Open,High,Low,Close,Volume
6/4/2018,101.26,101.86,100.851,101.67,27173310
6/5/2018,102,102.33,101.53,102.19,23484820
6/6/2018,102.48,102.6,101.9,102.49,21112450
6/7/2018,102.65,102.69,100.38,100.88,28149340
6/8/2018,101.092,101.95,100.54,101.63,22151500
6/11/2018,101.37,101.59,100.67,101.05,22773270
6/12/2018,101.1,101.4493,100.75,101.31,18072860
6/13/2018,101.72,102.01,100.56,100.85,28698040
6/14/2018,101.65,102.03,101,101.42,25405900
6/15/2018,101.51,101.53,100.07,100.13,65663130
6/18/2018,100.01,101.11,99.42,100.86,22760070
6/19/2018,99.65,101,99.5,100.86,27633590
6/20/2018,101.37,102.52,101.12,101.87,26177810
6/21/2018,102.075,102.46,100.88,101.14,21812100
6/22/2018,100.41,100.77,99.625,100.41,38869490
6/25/2018,100,100.11,97.3,98.39,35422640
6/26/2018,98.82,100.08,98.75,99.08,26551930
6/27/2018,99.58,100.02,97.4,97.54,31280700
6/28/2018,97.38,99.11,97.26,98.63,26643410
6/29/2018,98.93,99.91,98.33,98.61,27553700
7/2/2018,98.1,100.06,98,100.01,18850500
7/3/2018,100.48,100.63,98.94,99.05,14670280
7/5/2018,99.5,99.92,99.0299,99.76,18583280
7/6/2018,99.885,101.43,99.67,101.16,18238570
7/9/2018,101.645,102.25,101.251,101.85,16410950
7/10/2018,102,102.51,101.86,102.12,19180850
7/11/2018,101.15,102.34,101.1,101.98,19278720
7/12/2018,102.77,104.41,102.73,104.19,24270690
7/13/2018,104.37,105.6,104.09,105.43,24578340
7/16/2018,105.4,105.82,104.515,104.91,20782300
7/17/2018,104.61,106.5,104.32,105.95,25864500
7/18/2018,105.94,106.05,104.715,105.12,29055780
7/19/2018,104.93,105.31,103.89,104.4,38193270
7/20/2018,108.08,108.2,106.08,106.27,55999890
7/23/2018,106.3,108.14,106.13,107.97,29226800
7/24/2018,108.57,108.82,107.26,107.66,26308190
7/25/2018,107.955,111.15,107.6,110.83,30586770
7/26/2018,110.74,111,109.5,109.62,31332820
7/27/2018,110.18,110.18,106.14,107.68,36916780
7/30/2018,107.19,107.53,104.76,105.37,34495720
7/31/2018,106.49,106.72,105.38,106.08,27181070
8/1/2018,106.03,106.446,105.42,106.28,23617980
8/2/2018,105.4,108.09,104.84,107.57,26080740
8/3/2018,107.8,108.05,106.82,108.04,18629310
8/6/2018,108.12,108.42,107.559,108.13,20234680
8/7/2018,108.56,109.1,108.17,108.88,16070070
8/8/2018,109.33,109.75,108.7599,109.49,15461420
8/9/2018,109.71,110.16,109.6,109.67,13634510
8/10/2018,109.42,109.69,108.38,109,18171350
8/13/2018,109.24,109.58,108.1,108.21,18470690
8/14/2018,108.56,109.75,108.04,109.56,16777990
8/15/2018,108.49,108.985,106.82,107.66,29947600
8/16/2018,108.3,108.86,107.3,107.64,20687500
8/17/2018,107.36,107.9,106.69,107.58,18051970
8/20/2018,107.51,107.9,106.48,106.87,17327110
8/21/2018,106.92,107.35,105.85,105.98,22825830
8/22/2018,105.85,107.34,105.78,107.06,17878840
8/23/2018,107.15,108.18,106.87,107.56,17996860
8/24/2018,107.67,108.56,107.56,108.4,17188010
8/27/2018,109.27,109.64,108.51,109.6,19439380
8/28/2018,109.94,110.5,109.79,110.26,19144860
8/29/2018,110.45,112.03,110.27,112.02,20747500
8/30/2018,111.67,112.61,111.44,111.95,22759640
8/31/2018,111.685,112.777,111.515,112.33,23217310
9/4/2018,110.85,111.955,110.22,111.71,22558040
9/5/2018,111.01,111.42,108.1,108.49,32838650
9/6/2018,108.25,108.99,107.51,108.74,23226430
9/7/2018,108.23,108.7248,107.23,108.21,22273530
9/10/2018,108.84,109.64,108.36,109.38,19887280
9/11/2018,108.9,111.59,108.89,111.24,24081240
9/12/2018,111.43,111.85,110.51,111.71,18855340
9/13/2018,112.12,113.725,112.12,112.91,25107230
9/14/2018,113.36,113.73,112.44,113.37,18261950
9/17/2018,113.69,113.7,111.86,112.14,20332830
9/18/2018,112.19,113.695,111.72,113.21,22114560
9/19/2018,113.05,113.32,111.035,111.7,21663020
9/20/2018,112.28,113.8,111.93,113.57,23667500
9/21/2018,114,115.29,113.51,114.26,70363000
9/24/2018,113.03,114.9,112.2175,114.67,25273510
9/25/2018,114.8,115.1,113.75,114.45,20782110
9/26/2018,114.47,115.055,113.74,113.98,19322530
9/27/2018,114.78,114.91,114.2,114.41,19053590
9/28/2018,114.19,114.57,113.68,114.37,20525950
10/1/2018,114.75,115.68,114.73,115.61,18610500
10/2/2018,115.3,115.84,114.44,115.15,20180030
10/3/2018,115.42,116.18,114.93,115.17,16130010
10/4/2018,114.61,114.7588,111.63,112.79,34475710
10/5/2018,112.63,113.17,110.64,112.13,29062670
10/8/2018,111.66,112.03,109.34,110.85,29477750
10/9/2018,111.14,113.08,110.8,112.26,26187200
10/10/2018,111.24,111.5,105.79,106.16,60560740
10/11/2018,105.35,108.93,104.2,105.91,63629560
10/12/2018,109.01,111.24,107.12,109.57,46718940
10/15/2018,108.91,109.48,106.9468,107.6,32001580
10/16/2018,109.54,111.41,108.95,111,31154210
10/17/2018,111.68,111.81,109.5482,110.71,25873980
10/18/2018,110.1,110.53,107.83,108.5,31794350
10/19/2018,108.93,110.86,108.21,108.66,32751070
10/22/2018,109.32,110.54,108.24,109.63,26484510
10/23/2018,107.77,108.97,105.11,108.1,43531680
10/24/2018,108.41,108.49,101.5901,102.32,63236450
10/25/2018,106.55,109.27,106.15,108.3,61550620
10/26/2018,105.69,108.75,104.76,106.96,55480820
10/29/2018,108.105,108.7,101.63,103.85,55101300
10/30/2018,103.66,104.38,100.11,103.73,65273360
10/31/2018,105.435,108.14,105.39,106.81,51042220
11/1/2018,107.05,107.32,105.53,105.92,33243300
11/2/2018,106.48,107.32,104.975,106.16,37591700
11/5/2018,106.37,107.74,105.9,107.51,27908600
11/6/2018,107.38,108.84,106.28,107.72,24217640
11/7/2018,109.44,112.24,109.4,111.96,37864220
11/8/2018,111.8,112.21,110.91,111.75,25479410
11/9/2018,110.85,111.45,108.76,109.57,32011930
11/12/2018,109.42,109.96,106.1,106.87,33595910
11/13/2018,107.55,108.74,106.64,106.94,35360680
11/14/2018,108.1,108.26,104.47,104.97,39451290
11/15/2018,104.99,107.8,103.91,107.28,38430970
11/16/2018,107.08,108.88,106.8,108.29,33494830
11/19/2018,108.27,108.56,103.55,104.62,43324610
11/20/2018,101.8,102.97,99.3528,101.71,63988520
11/21/2018,103.6,104.43,102.24,103.11,28121990
11/23/2018,102.17,103.8099,102,103.07,13823100
11/26/2018,104.79,106.63,104.58,106.47,32258530
11/27/2018,106.27,107.33,105.36,107.14,29063180
11/28/2018,107.89,111.33,107.86,111.12,46132310
11/29/2018,110.33,111.115,109.03,110.19,27792540
11/30/2018,110.7,110.97,109.36,110.89,33652230
12/3/2018,113,113.42,110.73,112.09,34293960
12/4/2018,111.94,112.6373,108.2115,108.52,44572140
12/6/2018,105.82,109.24,105,109.19,47866160
12/7/2018,108.38,109.45,104.3,104.82,44391210
12/10/2018,104.8,107.98,103.89,107.59,40463870
12/11/2018,109.8,110.95,107.44,108.59,42342240
12/12/2018,110.89,111.27,109.04,109.08,36169700
12/13/2018,109.58,110.87,108.63,109.45,30600890
12/14/2018,108.25,109.26,105.5,106.03,46961130
12/17/2018,105.41,105.8,101.71,102.89,56837160
12/18/2018,103.75,104.51,102.52,103.97,48033550
12/19/2018,103.65,106.88,101.35,103.69,68110780
12/20/2018,103.05,104.31,98.78,101.51,70221500
12/21/2018,101.63,103,97.46,98.23,110945000
12/24/2018,97.68,97.97,93.98,94.13,43935190
12/26/2018,95.14,100.69,93.96,100.56,51330280
12/27/2018,99.3,101.19,96.4,101.18,49162950
12/28/2018,102.09,102.41,99.52,100.39,38160810
12/31/2018,101.29,102.4,100.44,101.57,33161320
1/2/2019,99.55,101.75,98.94,101.12,35145360
1/3/2019,100.1,100.185,97.2,97.4,42111650
1/4/2019,99.72,102.51,98.93,101.93,43982700
1/7/2019,101.64,103.2681,100.98,102.06,35567820
1/8/2019,103.04,103.97,101.7134,102.8,31322920
1/9/2019,103.86,104.88,103.2445,104.27,32261890
1/10/2019,103.22,103.75,102.38,103.6,29978930
1/11/2019,103.19,103.44,101.64,102.8,28235260
1/14/2019,101.9,102.8716,101.26,102.05,27194560
1/15/2019,102.51,105.05,101.88,105.01,31537490
1/16/2019,105.26,106.255,104.96,105.38,29655860
1/17/2019,105,106.625,104.76,106.12,27151570
1/18/2019,107.46,107.9,105.91,107.71,37299850
1/22/2019,106.75,107.1,104.86,105.68,32092050
1/23/2019,106.12,107.04,105.34,106.71,25512110
1/24/2019,106.86,107,105.34,106.2,23125910
1/25/2019,107.24,107.88,106.59,107.17,31182240
1/28/2019,106.26,106.48,104.66,105.08,29402020
1/29/2019,104.88,104.97,102.17,102.94,31262200
1/30/2019,104.62,106.38,104.33,106.38,47203190
1/31/2019,103.8,105.22,103.18,104.43,55442870
2/1/2019,103.775,104.0999,102.35,102.78,35243730
2/4/2019,102.87,105.8,102.77,105.74,31216260
2/5/2019,106.06,107.27,105.96,107.22,27270810
2/6/2019,107,107,105.53,106.03,20577980
2/7/2019,105.185,105.59,104.29,105.27,29735930
2/8/2019,104.39,105.78,104.2603,105.67,21453990
2/11/2019,106.2,106.58,104.965,105.25,18753750
2/12/2019,106.14,107.14,105.48,106.89,25018670
2/13/2019,107.5,107.78,106.71,106.81,18337830
2/14/2019,106.31,107.29,105.66,106.9,21745770
2/15/2019,107.91,108.3,107.3624,108.22,26589160
2/19/2019,107.79,108.66,107.78,108.17,17982860
2/20/2019,107.86,107.94,106.29,107.15,21603580
2/21/2019,106.9,109.48,106.87,109.41,28856200
2/22/2019,110.05,111.2,109.82,110.97,27746840
2/25/2019,111.76,112.18,111.26,111.59,23723500
2/26/2019,111.26,113.24,111.17,112.36,21513210
2/27/2019,111.69,112.36,110.88,112.17,21471170
2/28/2019,112.04,112.88,111.73,112.03,28948570
3/1/2019,112.89,113.02,111.665,112.53,20821260
3/4/2019,113.02,113.25,110.8,112.26,25869380
3/5/2019,112.25,112.39,111.23,111.7,19090780
3/6/2019,111.87,112.66,111.43,111.75,17651130
3/7/2019,111.4,111.55,109.865,110.39,25320540
3/8/2019,109.16,110.71,108.8,110.51,22803110
3/11/2019,110.99,112.95,110.98,112.83,24525610
3/12/2019,112.82,113.99,112.6499,113.62,26103480
3/13/2019,114.13,115,113.78,114.5,35311160
3/14/2019,114.54,115.2,114.33,114.59,30414810
3/15/2019,115.34,117.25,114.59,115.91,54025470
3/18/2019,116.17,117.61,116.05,117.57,31098780
3/19/2019,118.09,118.44,116.99,117.65,35304130
3/20/2019,117.39,118.75,116.71,117.52,26110540
3/21/2019,117.135,120.82,117.09,120.22,29747140
3/22/2019,119.5,119.59,117.04,117.05,32346990
